Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,KDA,Ban %,Fighter,Mage,Assassin,Marksman,Tank,Support
Skarner,Fighter,JUNGLE,4,49.98,-1.26,0.5256,0.7436,0.0082,2.95,0.0019,1,0,0,0,0,0
Skarner,Fighter,TOP,2,41.29,-2.46,0.5215,0.2304,0.0024,2.34,0.0018,1,0,0,0,0,0
Sona,Support,SUPPORT,4,51.91,0.21,0.5184,0.9579,0.041,2.93,0.0037,0,0,0,0,0,1
Soraka,Support,SUPPORT,5,57.16,0.63,0.5123,0.9357,0.0641,2.79,0.0383,0,0,0,0,0,1
Swain,Mage,MID,5,56.81,3.17,0.5298,0.3578,0.0335,2.66,0.0656,0,1,0,0,0,0
Swain,Mage,SUPPORT,3,47.52,0.81,0.506,0.3727,0.038,2.42,0.0656,0,1,0,0,0,0
Swain,Mage,TOP,3,45.87,0.73,0.5199,0.1419,0.0136,2.2,0.0656,0,1,0,0,0,0
Swain,Mage,ADC,2,41.16,5.1,0.5389,0.127,0.0111,2.82,0.0656,0,1,0,0,0,0
Sylas,Mage,MID,6,66.85,-0.46,0.5096,0.8516,0.0868,2.21,0.0567,0,1,0,0,0,0
Syndra,Mage,MID,2,41.38,0.8,0.4791,0.8363,0.0217,2.2,0.0093,0,1,0,0,0,0
Tahm Kench,Support,TOP,5,54.82,-4.54,0.5131,0.535,0.0302,2.58,0.0324,0,0,0,0,0,1
Tahm Kench,Support,ADC,3,46.69,-3.47,0.5542,0.2239,0.0113,3.1,0.0324,0,0,0,0,0,1
Tahm Kench,Support,SUPPORT,1,35.32,0.95,0.4833,0.2179,0.0111,2.43,0.0324,0,0,0,0,0,1
Taliyah,Mage,MID,3,44.06,-4.26,0.4933,0.4232,0.0206,2.21,0.0552,0,1,0,0,0,0
Taliyah,Mage,JUNGLE,2,41.22,-3.57,0.4722,0.4813,0.0233,2.5,0.0552,0,1,0,0,0,0
Talon,Assassin,JUNGLE,3,46.25,1.4,0.4978,0.5177,0.028,2.52,0.0248,0,0,1,0,0,0
Talon,Assassin,MID,3,45.42,-1.13,0.4946,0.4505,0.0243,2.27,0.0248,0,0,1,0,0,0
Taric,Support,SUPPORT,3,47.35,-4.85,0.5252,0.8156,0.0212,2.83,0.0036,0,0,0,0,0,1
Teemo,Marksman,TOP,5,60.24,-0.27,0.5146,0.7438,0.0468,1.78,0.0761,0,0,0,1,0,0
Thresh,Support,SUPPORT,4,50.93,-3.32,0.4723,0.9686,0.073,2.54,0.0214,0,0,0,0,0,1
Tristana,Marksman,ADC,3,47.99,0,0.5137,0.8351,0.0643,2.34,0.0353,0,0,0,1,0,0
Tristana,Marksman,MID,2,41.84,-3.65,0.5037,0.135,0.0083,2.14,0.0353,0,0,0,1,0,0
Trundle,Fighter,JUNGLE,4,53.3,-1.21,0.5252,0.7202,0.0351,2.81,0.0255,1,0,0,0,0,0
Trundle,Fighter,TOP,2,38.02,-3.47,0.5049,0.238,0.0106,1.74,0.0255,1,0,0,0,0,0
Tryndamere,Fighter,TOP,4,49.77,-0.17,0.5059,0.8268,0.0315,1.85,0.0567,1,0,0,0,0,0
Twisted Fate,Mage,MID,3,44.4,0.22,0.4843,0.8955,0.0272,2.31,0.0023,0,1,0,0,0,0
Twitch,Marksman,ADC,5,63.51,0.32,0.5184,0.871,0.1017,2.47,0.0999,0,0,0,1,0,0
Udyr,Fighter,JUNGLE,3,47.74,1.16,0.5013,0.9357,0.0262,2.8,0.0127,1,0,0,0,0,0
Urgot,Fighter,TOP,3,45.82,-2.77,0.5036,0.9119,0.0244,1.97,0.0136,1,0,0,0,0,0
Varus,Marksman,MID,1,34.56,-3.38,0.4693,0.1373,0.0045,2.17,0.0025,0,0,0,1,0,0
Varus,Marksman,ADC,1,27.77,-7.07,0.4796,0.8328,0.0272,2.28,0.0023,0,0,0,1,0,0
Vayne,Marksman,ADC,4,54.14,-3.34,0.5019,0.7859,0.0884,2.09,0.1452,0,0,0,1,0,0
Vayne,Marksman,TOP,2,40.83,-0.86,0.493,0.1858,0.0204,1.61,0.1452,0,0,0,1,0,0
Veigar,Mage,MID,5,62.35,-4.85,0.5139,0.7401,0.0655,2.39,0.0643,0,1,0,0,0,0
Veigar,Mage,ADC,1,34.98,-1.96,0.52,0.1666,0.0137,2.47,0.0643,0,1,0,0,0,0
Vel'Koz,Mage,MID,4,49.04,1.14,0.5219,0.3719,0.0125,2.71,0.0064,0,1,0,0,0,0
Vel'Koz,Mage,SUPPORT,3,42.99,-1.45,0.5171,0.5713,0.0189,2.26,0.0061,0,1,0,0,0,0
Vex,Mage,MID,3,47.24,0.5,0.4913,0.89,0.0304,2.36,0.0473,0,1,0,0,0,0
Vi,Fighter,JUNGLE,4,48.16,-1.59,0.5059,0.9234,0.0352,2.42,0.0088,1,0,0,0,0,0
Viego,Assassin,JUNGLE,5,57.33,-6.41,0.4896,0.9372,0.108,2.4,0.0946,0,0,1,0,0,0
Viktor,Mage,MID,6,67.44,2.16,0.5252,0.9414,0.0767,2.37,0.0529,0,1,0,0,0,0
Vladimir,Mage,MID,4,50.75,-0.64,0.4957,0.7228,0.0385,2.39,0.0593,0,1,0,0,0,0
Vladimir,Mage,TOP,1,35.61,-2.44,0.4782,0.2552,0.0129,2.06,0.0593,0,1,0,0,0,0
Volibear,Fighter,JUNGLE,6,65.96,5.83,0.5421,0.617,0.0848,3.03,0.1261,1,0,0,0,0,0
Volibear,Fighter,TOP,5,62.9,6.89,0.5065,0.36,0.0539,1.75,0.1261,1,0,0,0,0,0
Warwick,Fighter,JUNGLE,4,50.8,0,0.5125,0.7082,0.0477,2.27,0.0379,1,0,0,0,0,0
Warwick,Fighter,TOP,3,43.48,-4.6,0.5184,0.2573,0.0136,1.9,0.0379,1,0,0,0,0,0
Wukong,Fighter,JUNGLE,5,63.62,-1.26,0.522,0.7648,0.082,2.86,0.2297,1,0,0,0,0,0
Wukong,Fighter,TOP,4,49.71,0.46,0.5096,0.1989,0.0211,2.16,0.2297,1,0,0,0,0,0
Xayah,Marksman,ADC,2,38.42,-4.21,0.4903,0.98,0.0524,2.37,0.0074,0,0,0,1,0,0
Xerath,Mage,MID,4,53.68,-2.07,0.5112,0.4138,0.0251,3.28,0.0391,0,1,0,0,0,0
Xerath,Mage,SUPPORT,4,50.03,0.69,0.5209,0.5326,0.035,2.65,0.0391,0,1,0,0,0,0
Xin Zhao,Fighter,JUNGLE,3,44.08,-0.11,0.4938,0.8839,0.0253,2.3,0.0061,1,0,0,0,0,0
Yasuo,Fighter,MID,6,87.53,0.12,0.4942,0.6558,0.133,1.77,0.2563,1,0,0,0,0,0
Yasuo,Fighter,TOP,3,47.71,1.25,0.4913,0.1521,0.0295,1.5,0.2563,1,0,0,0,0,0
Yasuo,Fighter,ADC,1,37.53,3.62,0.5103,0.1792,0.0315,1.98,0.2563,1,0,0,0,0,0
Yone,Assassin,MID,6,77.57,0.61,0.5127,0.6227,0.109,1.98,0.1719,0,0,1,0,0,0
Yone,Assassin,TOP,5,63.97,0.19,0.4959,0.3423,0.0578,1.69,0.1719,0,0,1,0,0,0
Yorick,Fighter,TOP,4,49.08,1.13,0.5168,0.9356,0.0297,1.57,0.0313,1,0,0,0,0,0
Yuumi,Support,SUPPORT,6,93.64,-1.25,0.4959,0.9867,0.1224,4.35,0.317,0,0,0,0,0,1
Zac,Tank,JUNGLE,5,56.63,-1.84,0.5147,0.7735,0.0465,3.57,0.0377,0,0,0,0,1,0
Zac,Tank,TOP,3,43.12,-7.78,0.5109,0.1176,0.0062,2.69,0.0377,0,0,0,0,1,0
Zed,Assassin,MID,6,69.53,1.55,0.4863,0.7226,0.0797,2.28,0.2939,0,0,1,0,0,0
Zed,Assassin,JUNGLE,2,41.19,-1.27,0.4662,0.2321,0.0222,2.52,0.2939,0,0,1,0,0,0
Zeri,Marksman,ADC,6,75.13,-15.51,0.5038,0.8315,0.1246,2.45,0.2105,0,0,0,1,0,0
Zeri,Marksman,MID,2,39.41,0,0.4616,0.1308,0.0189,2.31,0.2105,0,0,0,1,0,0
Ziggs,Mage,MID,3,42.73,0.44,0.5,0.3415,0.009,2.44,0.0033,0,1,0,0,0,0
Ziggs,Mage,ADC,1,33.05,-2.03,0.5137,0.561,0.0134,2.46,0.0032,0,1,0,0,0,0
Zilean,Support,MID,4,53.11,0.42,0.5272,0.1812,0.0087,3.56,0.0238,0,0,0,0,0,1
Zilean,Support,SUPPORT,3,44.15,-5.03,0.4837,0.7782,0.0331,3.1,0.0238,0,0,0,0,0,1
Zoe,Mage,MID,3,47.52,-0.73,0.4818,0.9145,0.0358,2.52,0.0171,0,1,0,0,0,0
Zyra,Mage,SUPPORT,4,51.97,2.58,0.5454,0.8762,0.0315,2.29,0.0187,0,1,0,0,0,0
Aatrox,Fighter,TOP,6,69.09,0.4,0.4954,0.9237,0.0747,1.95,0.0581,1,0,0,0,0,0
Ahri,Mage,MID,6,71.47,-1.62,0.5108,0.9453,0.0858,2.66,0.0588,0,1,0,0,0,0
Akali,Assassin,MID,5,66.02,5.61,0.482,0.6928,0.0845,2.37,0.1211,0,0,1,0,0,0
Akali,Assassin,TOP,3,46.97,5.99,0.4726,0.2994,0.0344,2.05,0.1211,0,0,1,0,0,0
Akshan,Marksman,MID,3,43.54,-5.53,0.4829,0.5806,0.0272,2.17,0.0643,0,0,0,1,0,0
Akshan,Marksman,TOP,3,42.57,0.05,0.5048,0.3408,0.0145,1.97,0.0643,0,0,0,1,0,0
Alistar,Tank,SUPPORT,2,41.17,1.03,0.488,0.9658,0.026,2.44,0.0056,0,0,0,0,1,0
Amumu,Tank,JUNGLE,4,52.24,-2.35,0.5297,0.5717,0.034,2.76,0.0141,0,0,0,0,1,0
Amumu,Tank,SUPPORT,3,43.19,0.91,0.513,0.4107,0.0191,2.22,0.0141,0,0,0,0,1,0
Anivia,Mage,MID,4,47.44,-4.33,0.4994,0.806,0.0241,2.54,0.0285,0,1,0,0,0,0
Anivia,Mage,SUPPORT,1,28.95,-0.05,0.4598,0.1361,0.0038,2.22,0.029,0,1,0,0,0,0
Annie,Mage,MID,4,47.37,-1.24,0.5173,0.8059,0.0158,2.38,0.0058,0,1,0,0,0,0
Annie,Mage,SUPPORT,1,28.11,-2.01,0.4612,0.1041,0.002,2.07,0.0061,0,1,0,0,0,0
Aphelios,Marksman,ADC,1,35.21,5.88,0.4735,0.9676,0.0483,2.04,0.0062,0,0,0,1,0,0
Ashe,Marksman,SUPPORT,4,53.07,0.19,0.4959,0.4752,0.0618,2.45,0.038,0,0,0,1,0,0
Ashe,Marksman,ADC,3,47.28,-3.76,0.5009,0.4946,0.0643,2.46,0.038,0,0,0,1,0,0
Aurelion Sol,Mage,MID,2,40.52,-0.43,0.4924,0.88,0.0083,2.48,0.003,0,1,0,0,0,0
Azir,Mage,MID,4,47.63,-1.15,0.4846,0.9017,0.0385,2.24,0.0193,0,1,0,0,0,0
Bard,Support,SUPPORT,4,49.98,0.07,0.5084,0.9636,0.0351,3.07,0.0059,0,0,0,0,0,1
Bel'Veth,Fighter,JUNGLE,6,88.76,-5.23,0.5138,0.954,0.0765,2.38,0.4527,1,0,0,0,0,0
Blitzcrank,Tank,SUPPORT,5,57.5,0.51,0.5039,0.9818,0.0647,2.47,0.1284,0,0,0,0,1,0
Brand,Mage,SUPPORT,3,42.5,-2.5,0.495,0.7022,0.0322,1.87,0.0446,0,1,0,0,0,0
Brand,Mage,MID,3,42.03,4.32,0.5116,0.191,0.0086,1.99,0.0489,0,1,0,0,0,0
Braum,Support,SUPPORT,2,38.07,-2.14,0.4736,0.9804,0.0199,2.78,0.0026,0,0,0,0,0,1
Caitlyn,Marksman,ADC,4,48.6,-3.03,0.4887,0.9592,0.0866,2.22,0.0534,0,0,0,1,0,0
Camille,Fighter,TOP,5,59.5,1.21,0.5062,0.9479,0.0503,2.03,0.0281,1,0,0,0,0,0
Cassiopeia,Mage,MID,4,47.51,-0.76,0.5148,0.77,0.0209,2.18,0.0168,0,1,0,0,0,0
Cassiopeia,Mage,TOP,2,38.38,1.05,0.512,0.1352,0.0039,1.88,0.017,0,1,0,0,0,0
Cho'Gath,Tank,TOP,3,44.38,-2.34,0.5001,0.667,0.0202,2.07,0.0072,0,0,0,0,1,0
Cho'Gath,Tank,MID,3,42.87,3.03,0.5145,0.1714,0.0043,2.33,0.0077,0,0,0,0,1,0
Corki,Marksman,MID,2,41.74,-8.34,0.4795,0.9326,0.0246,2.22,0.0044,0,0,0,1,0,0
Darius,Fighter,TOP,6,92.45,0.26,0.5095,0.9329,0.0954,1.89,0.2389,1,0,0,0,0,0
Diana,Fighter,JUNGLE,6,92.25,29.44,0.5241,0.876,0.1182,2.6,0.1465,1,0,0,0,0,0
Diana,Fighter,MID,3,46.26,0.52,0.5147,0.1162,0.0153,2.16,0.1469,1,0,0,0,0,0
Dr. Mundo,Marksman,TOP,4,51.5,3.95,0.5178,0.8535,0.0254,2.23,0.0155,0,0,0,1,0,0
Draven,Fighter,ADC,4,53.94,2.93,0.5093,0.941,0.081,2.14,0.1671,1,0,0,0,0,0
Ekko,Assassin,JUNGLE,5,56.33,4.62,0.5058,0.6431,0.0569,2.76,0.0252,0,0,1,0,0,0
Ekko,Assassin,MID,3,46.72,1.5,0.4941,0.3288,0.029,2.31,0.0252,0,0,1,0,0,0
Elise,Mage,JUNGLE,2,38.88,-6.16,0.4911,0.8922,0.0237,2.72,0.0079,0,1,0,0,0,0
Evelynn,Assassin,JUNGLE,3,45.2,0.81,0.4774,0.9838,0.0432,2.87,0.0494,0,0,1,0,0,0
Ezreal,Marksman,ADC,5,65.07,-24.86,0.4844,0.9459,0.1627,2.42,0.0401,0,0,0,1,0,0
Fiddlesticks,Mage,JUNGLE,5,63.46,18.98,0.5294,0.86,0.0582,2.89,0.0416,0,1,0,0,0,0
Fiora,Fighter,TOP,5,67.63,-7.14,0.504,0.9719,0.0603,1.77,0.1743,1,0,0,0,0,0
Fizz,Assassin,MID,3,45.8,-2.23,0.4892,0.9252,0.0269,2.42,0.0398,0,0,1,0,0,0
Galio,Tank,MID,4,48.66,3.62,0.5056,0.7808,0.0228,2.65,0.0041,0,0,0,0,1,0
Galio,Tank,SUPPORT,1,34.22,3.56,0.4833,0.1776,0.0054,2.33,0.0043,0,0,0,0,1,0
Gangplank,Fighter,TOP,6,73.52,-0.86,0.4886,0.8092,0.0794,2.07,0.1187,1,0,0,0,0,0
Gangplank,Fighter,MID,3,43.07,-0.3,0.4896,0.1951,0.02,2.21,0.1162,1,0,0,0,0,0
Garen,Fighter,TOP,5,65.39,-1.13,0.5099,0.8476,0.0609,2.07,0.0284,1,0,0,0,0,0
Gnar,Fighter,TOP,6,68.05,10.24,0.5,0.9756,0.0721,2.01,0.0227,1,0,0,0,0,0
Gragas,Fighter,TOP,3,47.19,2.36,0.4879,0.54,0.0309,2.15,0.007,1,0,0,0,0,0
Gragas,Fighter,MID,3,44.01,-1.82,0.5062,0.1641,0.009,2.58,0.007,1,0,0,0,0,0
Gragas,Fighter,JUNGLE,1,34.34,-11.52,0.4894,0.2036,0.0108,2.91,0.007,1,0,0,0,0,0
Graves,Marksman,JUNGLE,4,52.12,1.75,0.4898,0.8584,0.0572,2.6,0.0333,0,0,0,1,0,0
Gwen,Fighter,TOP,5,60.41,17.62,0.5021,0.8734,0.0571,1.79,0.0337,1,0,0,0,0,0
Hecarim,Fighter,JUNGLE,3,43.08,-1.81,0.49,0.9813,0.032,2.91,0.0117,1,0,0,0,0,0
Heimerdinger,Mage,MID,4,49.83,-2.62,0.5417,0.4183,0.0137,2.04,0.0175,0,1,0,0,0,0
Heimerdinger,Mage,ADC,3,45.11,5.92,0.5605,0.1657,0.0037,2.3,0.0164,0,1,0,0,0,0
Heimerdinger,Mage,SUPPORT,2,40.13,1.58,0.5241,0.1346,0.0035,2,0.0175,0,1,0,0,0,0
Heimerdinger,Mage,TOP,2,40.07,3.17,0.512,0.3075,0.0099,1.71,0.0175,0,1,0,0,0,0
Illaoi,Fighter,TOP,4,55.26,4.31,0.5307,0.9251,0.0353,1.51,0.0583,1,0,0,0,0,0
Irelia,Fighter,TOP,5,57.1,-1.8,0.4899,0.5423,0.05,1.62,0.1607,1,0,0,0,0,0
Irelia,Fighter,MID,4,50.44,-0.63,0.4951,0.441,0.0413,1.79,0.1607,1,0,0,0,0,0
Ivern,Support,JUNGLE,2,38.6,-8.41,0.4962,0.7832,0.0108,3.38,0.0038,0,0,0,0,0,1
Ivern,Support,SUPPORT,1,28.45,0,0.4507,0.1091,0.0014,2.71,0.0038,0,0,0,0,0,1
Janna,Support,SUPPORT,5,58.43,0.25,0.5206,0.9839,0.0548,3.22,0.0154,0,0,0,0,0,1
Jarvan IV,Tank,JUNGLE,3,42.48,-8.01,0.4979,0.8936,0.0211,3.27,0.0019,0,0,0,0,1,0
Jax,Fighter,TOP,5,61.8,1.66,0.5062,0.8399,0.0559,1.71,0.0861,1,0,0,0,0,0
Jax,Fighter,JUNGLE,1,32.14,-11.22,0.4987,0.1418,0.0099,2.17,0.0824,1,0,0,0,0,0
Jayce,Fighter,MID,3,43.5,4.76,0.5214,0.17,0.0041,2.21,0.0037,1,0,0,0,0,0
Jayce,Fighter,TOP,3,42.66,4.18,0.4959,0.815,0.0223,1.79,0.0036,1,0,0,0,0,0
Jhin,Marksman,ADC,5,65.75,-17.11,0.5066,0.9658,0.1272,3.04,0.0369,0,0,0,1,0,0
Jinx,Marksman,ADC,4,49.65,1.31,0.5036,0.9814,0.0807,2.27,0.0091,0,0,0,1,0,0
Kai'Sa,Marksman,ADC,5,63.13,-1.94,0.4921,0.9536,0.1497,2.42,0.017,0,0,0,1,0,0
Kalista,Marksman,ADC,3,46.15,1.27,0.4978,0.9236,0.0611,2.37,0.0633,0,0,0,1,0,0
Karma,Mage,SUPPORT,4,51.64,-0.65,0.4741,0.8491,0.0694,2.71,0.0145,0,1,0,0,0,0
Karthus,Mage,MID,2,40.5,1.71,0.5038,0.1282,0.0042,2.29,0.0198,0,1,0,0,0,0
Karthus,Mage,ADC,2,37.14,5.01,0.5166,0.1816,0.0073,2.32,0.0234,0,1,0,0,0,0
Karthus,Mage,JUNGLE,2,36.34,-3.81,0.4872,0.6275,0.0214,2.57,0.0234,0,1,0,0,0,0
Kassadin,Assassin,MID,4,53.15,-2.66,0.5045,0.9632,0.0352,2.54,0.0946,0,0,1,0,0,0
Katarina,Assassin,MID,6,68.67,4.6,0.4972,0.9471,0.0853,2.32,0.1162,0,0,1,0,0,0
Kayle,Fighter,TOP,5,56.67,-9.09,0.5061,0.8228,0.0471,1.81,0.0308,1,0,0,0,0,0
Kayle,Fighter,MID,3,45.2,-4.07,0.5199,0.1533,0.0089,2.28,0.0308,1,0,0,0,0,0
Kayn,Fighter,JUNGLE,6,83.65,17.67,0.5005,0.969,0.1167,2.46,0.1297,1,0,0,0,0,0
Kennen,Mage,MID,3,42.48,-3.48,0.5148,0.17,0.0029,2.33,0.0045,0,1,0,0,0,0
Kennen,Mage,TOP,1,34.23,-2.68,0.4698,0.7827,0.0139,1.9,0.005,0,1,0,0,0,0
Kha'Zix,Assassin,JUNGLE,4,52.55,2.09,0.5009,0.9766,0.052,2.62,0.0328,0,0,1,0,0,0
Kindred,Marksman,JUNGLE,3,45.17,-4.11,0.4799,0.9393,0.0513,2.18,0.0436,0,0,0,1,0,0
Kled,Fighter,TOP,4,48.68,8,0.5125,0.8841,0.0199,2.37,0.0083,1,0,0,0,0,0
Kog'Maw,Marksman,ADC,2,38.34,-0.72,0.509,0.8711,0.0238,2.21,0.0086,0,0,0,1,0,0
LeBlanc,Assassin,MID,3,43.91,-1.02,0.4705,0.9095,0.0264,2.79,0.0458,0,0,1,0,0,0
Lee Sin,Fighter,JUNGLE,5,66,13.3,0.4575,0.9281,0.1056,2.65,0.0553,1,0,0,0,0,0
Leona,Tank,SUPPORT,3,46.96,1.46,0.4852,0.9841,0.0478,2.34,0.0575,0,0,0,0,1,0
Lillia,Fighter,TOP,4,51.92,0.67,0.5294,0.3062,0.0207,2.22,0.039,1,0,0,0,0,0
Lillia,Fighter,JUNGLE,3,47.25,-5.17,0.4917,0.6572,0.0419,2.78,0.039,1,0,0,0,0,0
Lissandra,Mage,MID,4,47.54,-2.49,0.4927,0.9245,0.031,2.41,0.0106,0,1,0,0,0,0
Lucian,Marksman,ADC,4,48.26,-6.53,0.4943,0.8745,0.0802,2.27,0.0425,0,0,0,1,0,0
Lulu,Support,SUPPORT,6,74.47,4.87,0.5024,0.9622,0.1094,3.1,0.1419,0,0,0,0,0,1
Lux,Mage,SUPPORT,5,65.4,-0.42,0.499,0.6026,0.0934,2.5,0.083,0,1,0,0,0,0
Lux,Mage,MID,5,57.64,-3.42,0.4956,0.3617,0.0481,2.88,0.083,0,1,0,0,0,0
Malphite,Tank,TOP,4,51.68,1.17,0.5043,0.7168,0.0285,2.47,0.0256,0,0,0,0,1,0
Malphite,Tank,MID,2,40.66,-3.91,0.4976,0.1208,0.0049,2.52,0.0254,0,0,0,0,1,0
Malphite,Tank,SUPPORT,1,31.87,8.03,0.4756,0.1352,0.0062,2.03,0.0248,0,0,0,0,1,0
Malzahar,Mage,MID,4,48.13,-2.51,0.5021,0.9121,0.0278,2.32,0.0335,0,1,0,0,0,0
Maokai,Tank,SUPPORT,2,38.76,-1.1,0.5012,0.7312,0.0113,2.21,0.0013,0,0,0,0,1,0
Maokai,Tank,TOP,1,29.9,-4.05,0.4651,0.2048,0.0034,2.13,0.0013,0,0,0,0,1,0
Master Yi,Assassin,JUNGLE,6,92.36,44.45,0.5101,0.9145,0.1047,2.11,0.2911,0,0,1,0,0,0
Miss Fortune,Marksman,ADC,4,55.16,-8.99,0.5066,0.9028,0.0986,2.33,0.0302,0,0,0,1,0,0
Mordekaiser,Fighter,TOP,6,76.48,-3.07,0.5191,0.7756,0.0748,1.91,0.1078,1,0,0,0,0,0
Mordekaiser,Fighter,JUNGLE,2,40.97,-4.99,0.5216,0.1434,0.0136,2.45,0.1078,1,0,0,0,0,0
Morgana,Mage,SUPPORT,5,63.92,0.45,0.4976,0.859,0.0749,2.53,0.2217,0,1,0,0,0,0
Nami,Support,SUPPORT,5,65.96,-1.3,0.5099,0.9932,0.0891,3.22,0.0208,0,0,0,0,0,1
Nasus,Fighter,TOP,4,50.31,-3.94,0.4905,0.7667,0.0383,1.95,0.0318,1,0,0,0,0,0
Nasus,Fighter,MID,3,43.65,0,0.5202,0.1328,0.0039,2.29,0.0318,1,0,0,0,0,0
Nautilus,Tank,SUPPORT,5,59.24,-0.05,0.491,0.9768,0.0809,2.34,0.1203,0,0,0,0,1,0
Neeko,Mage,MID,4,48.98,0.09,0.5175,0.5811,0.021,2.36,0.0084,0,1,0,0,0,0
Neeko,Mage,SUPPORT,2,36.23,-1.44,0.493,0.2377,0.0087,2.14,0.0092,0,1,0,0,0,0
Neeko,Mage,TOP,1,34.89,-4.82,0.4963,0.1015,0.003,1.92,0.0092,0,1,0,0,0,0
Nidalee,Assassin,JUNGLE,2,38.12,-5.08,0.4636,0.9001,0.0355,2.82,0.0183,0,0,1,0,0,0
Nilah,Marksman,ADC,6,90.54,0,0.5072,0.8547,0.1442,2.17,0.4792,0,0,0,1,0,0
Nocturne,Assassin,JUNGLE,3,42.52,-6.12,0.5031,0.9108,0.0274,2.6,0.0167,0,0,1,0,0,0
Nunu,Tank,JUNGLE,3,45.81,-5.73,0.4983,0.8988,0.0334,2.96,0.0095,0,0,0,0,1,0
Olaf,Fighter,TOP,4,49.9,-3.08,0.5186,0.7201,0.026,1.87,0.0281,1,0,0,0,0,0
Olaf,Fighter,JUNGLE,1,34.69,-5.23,0.5059,0.2412,0.0092,2.41,0.0281,1,0,0,0,0,0
Orianna,Mage,MID,4,49.15,1.16,0.5026,0.9292,0.0241,2.78,0.0019,0,1,0,0,0,0
Ornn,Tank,TOP,5,60.71,-3.4,0.5087,0.9241,0.0475,2.43,0.0085,0,0,0,0,1,0
Pantheon,Fighter,MID,3,44.49,-0.8,0.5078,0.2386,0.0134,2.34,0.0101,1,0,0,0,0,0
Pantheon,Fighter,TOP,3,42.34,-1.52,0.4957,0.317,0.0173,2.09,0.0101,1,0,0,0,0,0
Pantheon,Fighter,SUPPORT,1,30.02,1.1,0.4469,0.3644,0.0206,1.94,0.0096,1,0,0,0,0,0
Poppy,Tank,JUNGLE,3,45.66,-0.58,0.5029,0.6456,0.0322,2.8,0.0211,0,0,0,0,1,0
Poppy,Tank,TOP,3,45.22,1.96,0.5131,0.282,0.0148,2.14,0.0211,0,0,0,0,1,0
Pyke,Support,SUPPORT,5,65.38,1.02,0.4929,0.9419,0.0939,2.31,0.172,0,0,0,0,0,1
Qiyana,Assassin,MID,4,53.94,6.89,0.5171,0.6543,0.0371,2.25,0.0394,0,0,1,0,0,0
Qiyana,Assassin,JUNGLE,1,35.31,-7.41,0.49,0.2963,0.0169,2.56,0.0394,0,0,1,0,0,0
Quinn,Marksman,TOP,2,39.53,-2.58,0.4919,0.815,0.0161,1.86,0.0081,0,0,0,1,0,0
Rakan,Support,SUPPORT,4,50.64,-1.91,0.4923,0.984,0.0515,2.89,0.0028,0,0,0,0,0,1
Rammus,Tank,JUNGLE,4,51.15,-5.4,0.5197,0.9387,0.0327,2.95,0.0606,0,0,0,0,1,0
Rek'Sai,Fighter,JUNGLE,3,46.04,1.14,0.5155,0.9666,0.0282,2.62,0.029,1,0,0,0,0,0
Rell,Tank,SUPPORT,2,41.72,1.97,0.5024,0.9437,0.0187,2.4,0.0029,0,0,0,0,1,0
Renata Glasc,Support,SUPPORT,6,72.63,6.08,0.5287,0.9924,0.0953,2.93,0.0901,0,0,0,0,0,1
Renekton,Fighter,TOP,4,51.08,9.47,0.497,0.8511,0.0379,1.93,0.0222,1,0,0,0,0,0
Renekton,Fighter,MID,3,44.1,2.48,0.522,0.1312,0.0056,2.21,0.0222,1,0,0,0,0,0
Rengar,Assassin,JUNGLE,3,45.24,-0.56,0.4925,0.8133,0.0407,2.35,0.0693,0,0,1,0,0,0
Rengar,Assassin,TOP,2,36.77,-4.2,0.494,0.161,0.0086,1.85,0.0575,0,0,1,0,0,0
Riven,Fighter,TOP,4,54.86,1.03,0.4966,0.906,0.046,1.93,0.0243,1,0,0,0,0,0
Rumble,Fighter,MID,3,44.37,-4.05,0.5117,0.3171,0.0063,2.6,0.0034,1,0,0,0,0,0
Rumble,Fighter,TOP,2,36.69,2.71,0.483,0.5492,0.0105,2.11,0.0046,1,0,0,0,0,0
Rumble,Fighter,JUNGLE,1,26.4,-14.52,0.4713,0.1051,0.002,2.87,0.0034,1,0,0,0,0,0
Ryze,Mage,MID,1,34.22,2.15,0.4579,0.8099,0.016,2.13,0.0013,0,1,0,0,0,0
Ryze,Mage,TOP,1,22.87,-1.88,0.4412,0.1646,0.0034,1.8,0.0013,0,1,0,0,0,0
Samira,Marksman,ADC,5,58.11,-6.79,0.5076,0.9633,0.0968,2.28,0.1683,0,0,0,1,0,0
Sejuani,Tank,TOP,4,50.46,-0.58,0.5223,0.4575,0.0172,2.54,0.0049,0,0,0,0,1,0
Sejuani,Tank,JUNGLE,4,48.88,-4.79,0.5263,0.4856,0.0202,3.31,0.0049,0,0,0,0,1,0
Senna,Marksman,SUPPORT,6,68.75,-16.1,0.4981,0.9354,0.1043,2.58,0.1209,0,0,0,1,0,0
Seraphine,Mage,SUPPORT,5,62.33,-1.26,0.5077,0.6232,0.079,2.64,0.0999,0,1,0,0,0,0
Seraphine,Mage,MID,4,51.95,-1.24,0.5183,0.1538,0.0198,2.83,0.0999,0,1,0,0,0,0
Seraphine,Mage,ADC,4,49.24,-6.41,0.5328,0.2195,0.0274,2.93,0.0999,0,1,0,0,0,0
